"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"Grids_Position 277 0054 DC.hys",340.600822,15948.5289,200.218305,3690069.177,400.730145,400.342595,92.346694,94.15838115,4.322014,0.246366,228.820695,2.153291,-63.400003,-0.949,-0.023711,"B","Obl",0.08,"LLagF","Lagothrix lagotrichia","LingualCusp","Outer",5.693,1.107
"Grids_Position 277 0055 DC.hys",329.921421,17032.56793,185.972429,3481390.046,398.666462,398.611313,88.309423,89.69841093,4.892462,4.390673,247.743141,1.647275,-63.390503,-0.949,-0.036998,"B","Obl",0.08,"LLagF","Lagothrix lagotrichia","LingualCusp","Outer",5.693,1.107
"Grid_Position 182 0001 DC.hys",334.31696,15744.44976,208.696798,3566583.6,390.500448,390.898265,97.909404,100.3597557,4.414435,1.884363,252.674381,1.832194,-56.400503,1.517,-0.096598,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0005 DC.hys",345.394729,16402.12394,195.233796,3785614.143,409.228145,408.404275,88.904072,90.35318115,4.332751,2.644733,261.394988,1.749845,-56.360503,1.517,-0.196599,"IPM","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0006 DC.hys",331.625165,14732.61788,182.665561,3514295.968,391.44588,392.115294,86.332106,87.52646125,4.192196,2.435608,250.354949,1.757646,-56.350503,1.517,-0.078135,"T","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0007 DC.hys",344.876493,15441.78043,207.598832,3775229.608,400.10891,400.663586,94.664697,96.7345475,4.090289,2.239783,266.474,1.804041,-56.410503,1.527,-0.041275,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0009 DC.hys",330.102212,16744.86788,203.814312,3484874.861,391.133234,391.720313,96.73328,99.04312061,4.805013,1.793588,241.810521,1.824664,-56.390503,1.527,-0.125584,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0011 DC.hys",331.087427,15885.99436,206.902861,3503894.341,389.694284,388.672401,97.93227,100.3853828,4.533811,1.086534,241.214845,1.920521,-56.370503,1.527,-0.097906,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0012 DC.hys",331.421443,16108.55281,198.440946,3510353.601,391.501182,392.303105,93.84058,95.81734632,4.588869,4.860004,258.014263,1.654302,-56.360503,1.527,-0.080094,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0013 DC.hys",319.350616,17502.58673,185.657901,3280503.001,390.313503,390.055606,90.819278,92.46703471,5.335336,4.566324,235.69196,1.637405,-56.350503,1.527,-0.703108,"IPM","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0014 DC.hys",335.356517,15727.82024,211.809885,3586874.679,390.77558,391.047332,99.088431,101.6826081,4.384826,0.922497,245.729803,1.957022,-56.410503,1.537,-0.052043,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0015 DC.hys",333.534454,16733.18239,222.267475,3551345.873,389.510485,389.997447,104.499511,107.7921594,4.711786,3.036536,257.317979,1.762386,-56.400503,1.537,-0.073478,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0016 DC.hys",331.417778,16768.67368,206.525377,3510282.687,393.554719,392.313467,97.664607,100.0854696,4.777015,3.858508,254.279354,1.700048,-56.390503,1.537,-0.088682,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0017 DC.hys",335.537267,16543.34366,203.429692,3590408.3,395.757796,396.528893,95.121185,97.24321466,4.60765,2.102782,250.212732,1.799216,-56.380003,1.537,-0.114254,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0018 DC.hys",331.35364,16176.61343,198.751594,3509041.953,393.309598,392.396975,94.005046,96.00027408,4.60998,3.338661,252.593095,1.71768,-56.370503,1.537,-0.124523,"S","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0019 DC.hys",331.384287,15705.64101,201.647694,3509634.79,389.309458,389.799191,95.366781,97.51706645,4.475007,1.308398,243.134382,1.883057,-56.360503,1.537,-0.083536,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0020 DC.hys",330.817277,16180.09511,198.583998,3498674.243,391.124794,391.925279,94.064841,96.0667954,4.624636,4.510719,256.132067,1.666638,-56.350503,1.537,-0.080442,"IPM","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0021 DC.hys",335.265217,16060.11417,217.170804,3585090.407,390.06706,390.728867,101.621643,104.5349345,4.479696,2.817192,259.574308,1.77352,-56.411003,1.547,-0.041018,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0022 DC.hys",334.453198,16324.8707,217.884821,3569239.732,390.181427,390.646434,102.181893,105.1676289,4.573767,1.472858,249.644253,1.881928,-56.400503,1.547,-0.08933,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0023 DC.hys",334.496675,15820.62525,209.322701,3570087.555,391.790555,391.18173,98.154841,100.6348875,4.431439,2.927045,258.317546,1.757926,-56.390503,1.547,-0.076247,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0024 DC.hys",333.029594,15825.68507,202.740536,3541531.139,391.278642,391.573702,95.450869,97.61085817,4.4686,0.952573,240.413417,1.936492,-56.380503,1.547,-0.115796,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0025 DC.hys",338.640703,15332.14865,201.815135,3651336.727,394.799384,395.619142,93.575599,95.52274067,4.199051,1.381821,252.965925,1.877726,-56.370503,1.547,-0.124342,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0026 DC.hys",339.87755,16413.59763,205.964634,3675754.598,399.013418,399.646055,95.181869,97.31086845,4.465368,1.53829,251.718557,1.856256,-56.360503,1.547,-0.065777,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0027 DC.hys",332.559223,16135.75916,203.324671,3532398.46,391.485605,392.078903,95.849547,98.05574774,4.567933,2.217552,249.748403,1.793489,-56.350503,1.547,-0.090134,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0028 DC.hys",335.710142,16081.26689,213.395702,3593789.491,392.628091,392.229322,99.734216,102.4084331,4.474738,0.579136,238.999303,2.033337,-56.411003,1.557,-0.02843,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0029 DC.hys",331.59787,16025.85061,212.370101,3513767.649,388.560396,388.194293,100.378727,103.1337196,4.560874,2.972476,255.534807,1.757966,-56.400503,1.557,-0.076432,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0030 DC.hys",343.688005,16322.59957,206.613932,3751465.508,402.698916,402.938364,94.513523,96.56619076,4.350993,3.627982,267.547176,1.713802,-56.390503,1.557,-0.097602,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0031 DC.hys",332.902078,16198.18628,202.971308,3539054.188,391.874302,392.756053,95.592952,97.76937159,4.576982,1.884086,247.530754,1.819745,-56.380003,1.557,-0.096619,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0033 DC.hys",332.40793,15864.0803,200.427597,3529463.33,391.636004,391.771313,94.523112,96.57686822,4.494757,3.762759,257.036224,1.70225,-56.360503,1.5575,-0.07729,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0034 DC.hys",338.714744,16050.12861,200.406637,3652796.287,398.347079,398.780602,92.903955,94.7766712,4.393929,4.922636,266.211229,1.6553,-56.350003,1.557,-0.092997,"IPM","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0035 DC.hys",333.822703,16311.89852,216.094736,3556955.349,389.183877,390.436409,101.517242,104.4171087,4.585916,3.859099,260.869315,1.716463,-56.411003,1.567,-0.055272,"IPM","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0036 DC.hys",330.92401,17647.63853,223.363398,3500736.197,389.48846,390.180491,105.77113,109.2371394,5.041122,1.492741,241.957859,1.876031,-56.400503,1.567,-0.114542,"H","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0037 DC.hys",332.10074,16332.49188,210.605486,3523507.33,389.995722,390.263369,99.406989,102.040537,4.635294,6.127284,263.859685,1.62996,-56.390503,1.567,-0.097764,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0038 DC.hys",343.650907,15724.21562,207.270923,3750724.867,399.954457,400.548235,94.823418,96.91136114,4.192314,0.988128,253.48574,1.938525,-56.380503,1.567,-0.012411,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0039 DC.hys",333.273503,15129.89673,193.838049,3546271.249,391.437112,391.814242,91.198539,92.88654316,4.266424,2.21217,252.247713,1.788069,-56.370503,1.567,-0.117793,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0040 DC.hys",332.579104,16339.38952,207.93739,3532784.235,390.749946,391.512911,98.018682,100.4822391,4.625074,1.820035,247.579055,1.831723,-56.360503,1.567,-0.092259,"T","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0041 DC.hys",332.108033,16127.34573,205.273831,3523648.682,390.326379,391.031809,96.888474,99.21668661,4.576888,5.408959,261.755166,1.645473,-56.350003,1.567,-0.086169,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0042 DC.hys",332.790473,16260.93994,217.446372,3536886.984,389.528921,388.876508,102.441612,105.4611617,4.597529,3.065144,257.416037,1.757931,-56.410503,1.577,-0.035964,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0043 DC.hys",333.353842,16047.04392,207.291681,3547833.211,392.29687,391.413495,97.506845,99.90877084,4.523055,2.712316,254.695586,1.766088,-56.400503,1.577,-0.114085,"T","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0044 DC.hys",333.565785,16142.57335,211.635007,3551955.385,390.243586,390.772436,99.492097,102.1362005,4.5447,2.026606,251.893762,1.82075,-56.390503,1.577,-0.104059,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0045 DC.hys",333.059476,16132.77224,209.342341,3542111.707,390.099685,390.857527,98.550941,101.0791824,4.554563,1.913027,250.046166,1.827199,-56.380503,1.577,-0.098114,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0046 DC.hys",342.597178,15958.72031,206.057959,3729716.8,400.25124,400.682972,94.533621,96.58857035,4.278802,2.202816,261.267643,1.800122,-56.370503,1.577,-0.143704,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0047 DC.hys",335.006265,16708.2231,215.901995,3580032.039,392.264477,393.047263,101.099272,103.945628,4.66706,1.847717,250.836669,1.837631,-56.360503,1.577,-0.100284,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0048 DC.hys",332.351791,15217.10337,194.78049,3528374.527,389.734639,390.94507,91.874067,93.63450592,4.31278,5.591172,263.487863,1.631465,-56.350503,1.577,0.011355,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0049 DC.hys",341.12997,15815.98395,209.845291,3700558.5,397.068848,397.657272,96.64968,98.94964523,4.273945,1.523799,256.789793,1.869019,-56.411003,1.587,0.00072,"B","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0050 DC.hys",330.852552,17088.01585,212.594954,3499355.644,390.389192,391.136258,100.691716,103.4862575,4.883189,4.764265,256.867596,1.67046,-56.400503,1.587,-0.118156,"S","Obl",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0051 DC.hys",335.30507,16323.67388,211.700267,3585869.199,392.47518,393.135679,99.051034,101.6406034,4.552222,2.032746,252.892988,1.818795,-56.390503,1.587,-0.125375,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0052 DC.hys",336.353573,16062.62056,211.604995,3606387.406,392.591582,393.284958,98.724412,101.273866,4.453937,7.159184,271.352424,1.606309,-56.380503,1.587,-0.063269,"IPM","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0053 DC.hys",331.222845,16132.89862,201.506232,3506512.396,390.186748,391.268998,95.3423,97.48976317,4.600839,4.503428,257.456338,1.671373,-56.370503,1.587,-0.088107,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 182 0054 DC.hys",332.615501,16735.81224,213.630199,3533490.557,390.922601,391.37058,100.692125,103.4867183,4.73634,5.660913,262.514547,1.644828,-56.360503,1.587,-0.120123,"B","Para",3.7085,"MacacaG","Macaca mulatta","LingualCusp","Inner",3.287,0.755
"Grid_Position 183 0000 DC.hys",337.906234,16136.68655,228.82715,3636873.329,391.066472,390.795565,106.311022,109.8517036,4.436967,0.611666,246.416918,2.047369,-56.762003,1.873,-0.0897,"IPM","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0001 DC.hys",343.915357,16449.56461,233.047749,3756005.948,397.187595,396.85375,106.54096,110.113638,4.379536,1.383707,261.836339,1.912847,-56.751503,1.873,-0.086861,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0002 DC.hys",334.686461,17167.48096,232.868054,3573789.627,389.419615,389.977904,109.13907,113.0813482,4.803719,4.542583,264.338436,1.704235,-56.741003,1.873,-0.073402,"H","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0003 DC.hys",344.730005,16528.53475,228.65056,3772296.7,398.482251,398.94549,104.304771,107.5711817,4.381557,1.934292,265.26535,1.849289,-56.731503,1.873,-0.070362,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0004 DC.hys",344.470588,16552.62595,227.330875,3767105.437,398.527082,399.080282,103.774193,106.9695364,4.393991,3.734049,272.733474,1.735225,-56.721003,1.873,-0.061503,"H","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0005 DC.hys",337.895627,16315.78699,225.584793,3636664.659,391.602094,392.140597,104.807659,108.1419937,4.48647,1.576948,256.056885,1.881516,-56.711003,1.873,-0.062736,"H","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0006 DC.hys",338.122508,16300.31039,227.493145,3641129.442,391.320292,391.861414,105.629466,109.0759875,4.476718,1.345965,254.925394,1.91113,-56.701503,1.873,-0.086934,"H","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0007 DC.hys",338.316532,16326.7636,221.929286,3644949.703,393.011961,393.492092,102.992043,106.0837385,4.479284,1.158575,251.645016,1.928124,-56.761503,1.883,-0.063909,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0008 DC.hys",334.104164,16904.44233,231.629457,3562436.765,388.224137,388.839567,108.731414,112.6147174,4.745191,5.883271,267.689589,1.660031,-56.751503,1.883,-0.059669,"U","U",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0009 DC.hys",342.404838,16483.07535,227.314021,3725888.188,396.112231,396.789105,104.338874,107.6098735,4.423932,0.821414,252.334679,1.992135,-56.741503,1.883,-0.062329,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0010 DC.hys",345.335611,16040.65525,217.362488,3784428.854,400.193432,400.683208,98.996366,101.5792052,4.238593,1.206877,259.193493,1.917288,-56.731503,1.883,-0.070214,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0011 DC.hys",348.458667,15856.06474,225.45353,3847286.597,400.795115,401.205894,101.839111,104.7804421,4.121363,0.234747,246.14406,2.204787,-56.721503,1.883,-0.064522,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0012 DC.hys",335.290483,16798.31555,226.026389,3585584.151,390.641989,391.030597,105.758191,109.2224186,4.684959,2.38508,256.66593,1.807917,-56.711003,1.883,-0.079846,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0013 DC.hys",335.601377,15125.44128,215.537892,3591662.031,388.110263,388.23287,100.765236,103.569098,4.211265,1.36854,254.733379,1.902371,-56.701003,1.883,-0.073598,"H","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0014 DC.hys",338.696587,16664.73092,235.347358,3652438.323,391.212685,391.8034,109.107024,113.0446529,4.562632,1.614522,258.124295,1.887881,-56.761503,1.8935,-0.056442,"U","U",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0015 DC.hys",338.95746,16538.66724,237.3996,3657582.809,390.646087,391.206918,109.981016,114.0462587,4.521748,1.039542,254.213999,1.966426,-56.751503,1.893,-0.072384,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0016 DC.hys",346.735094,16488.64144,225.835144,3812535.49,400.79636,401.493981,102.47535,105.4993029,4.324849,1.867815,266.299504,1.851679,-56.741503,1.893,-0.077159,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0017 DC.hys",335.652598,16883.91424,225.407643,3592663.845,391.20198,391.830532,105.36471,108.774928,4.699553,0.91749,244.500053,1.966926,-56.731503,1.893,-0.076615,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0018 DC.hys",335.230915,16377.29011,216.124201,3584420.172,391.639989,392.063827,101.141356,103.9930828,4.569021,1.382918,248.885712,1.889461,-56.721503,1.893,-0.080323,"H","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0019 DC.hys",338.877453,16327.74075,219.838487,3656004.694,393.90929,394.581101,101.867391,104.812376,4.466007,0.750901,246.219341,1.997559,-56.711003,1.893,-0.082113,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0020 DC.hys",338.782477,16273.42769,226.859321,3654131.725,392.098916,392.58265,105.147598,108.5281598,4.453432,1.831699,259.279102,1.858315,-56.701003,1.893,-0.086639,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0021 DC.hys",346.930697,16832.19701,229.896988,3816471.748,401.288499,401.84289,104.264648,107.5256631,4.410408,1.440025,262.863108,1.898209,-56.761503,1.9035,-0.030602,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0022 DC.hys",335.656904,16813.18781,232.321473,3592748.078,389.426274,389.934672,108.595242,112.4589273,4.679757,1.440549,252.309337,1.901681,-56.751503,1.903,-0.069455,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0024 DC.hys",334.603898,17333.38448,229.192651,3572178.891,391.22033,391.324907,107.440722,111.1397181,4.852328,2.320748,254.248722,1.812505,-56.731503,1.903,-0.092087,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0025 DC.hys",333.939244,16298.02232,221.874038,3559224.495,388.241465,389.03139,104.199018,107.4512149,4.579094,0.6053,239.410982,2.036866,-56.721503,1.903,-0.098366,"H","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0027 DC.hys",335.918283,16593.2941,217.731797,3597862.451,392.384239,393.075624,101.703151,104.6269399,4.611987,2.272296,255.41338,1.806359,-56.701003,1.903,-0.065953,"T","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0028 DC.hys",334.893644,16521.45218,226.969747,3577833.149,388.833313,389.487216,106.314563,109.8557365,4.617726,1.346559,250.583368,1.908245,-56.762003,1.9135,-0.068814,"B","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0029 DC.hys",342.963485,16239.27844,238.23358,3737013.478,394.575419,394.087507,109.188142,113.1375441,4.345523,2.129665,268.091981,1.84838,-56.751503,1.913,-0.041231,"S","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0030 DC.hys",335.714532,16314.6173,220.900041,3593875.385,390.858205,391.105934,103.240267,106.3647125,4.539561,0.37718,235.00419,2.113619,-56.741503,1.913,-0.079546,"S","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0032 DC.hys",335.350586,16197.2946,213.337258,3586758.766,392.009465,392.293153,99.804576,102.4875678,4.515858,1.305567,248.293459,1.896644,-56.721503,1.913,-0.09665,"T","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0033 DC.hys",333.608574,16493.22509,219.578582,3552787.879,389.579,389.943389,103.21437,106.3353924,4.642333,1.128893,245.166262,1.927455,-56.711503,1.913,-0.082681,"H","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0034 DC.hys",339.151686,15855.68568,215.763443,3661415.224,394.07094,394.266511,99.905225,102.6007874,4.33048,0.137528,226.973206,2.27652,-56.701003,1.913,-0.042167,"T","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0035 DC.hys",342.141928,16188.51382,213.827634,3720657.865,399.14689,398.923108,98.217481,100.7051268,4.350982,0.990351,251.771365,1.943669,-56.762003,1.9235,-0.072835,"T","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0036 DC.hys",343.317103,15961.27843,221.946424,3744063.803,396.762561,397.253358,101.627528,104.541577,4.263089,0.873052,254.913672,1.979277,-56.751503,1.923,-0.059985,"U","U",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0038 DC.hys",331.320232,16437.57892,212.929011,3508395.767,388.366913,389.218327,100.719921,103.5180368,4.685212,1.20217,241.955776,1.907609,-56.731503,1.923,-0.101454,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0039 DC.hys",344.400605,16150.75789,210.334381,3765705.571,401.428417,401.990184,96.033314,98.26092924,4.288906,2.895176,266.95686,1.758565,-56.721503,1.923,-0.116381,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0040 DC.hys",335.257836,16273.89953,214.709525,3584946.18,392.29238,392.104055,100.471947,103.2386967,4.53951,1.252761,247.72317,1.904888,-56.711503,1.923,-0.08283,"IPM","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0041 DC.hys",335.071046,15907.57069,218.392608,3581297.15,389.385231,389.700542,102.247473,105.2417332,4.441846,1.568764,253.063513,1.875869,-56.701003,1.923,-0.039494,"U","U",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0043 DC.hys",351.008162,16395.86902,224.435838,3898964.557,405.482577,405.798439,100.705315,103.5015796,4.205185,1.684183,269.330442,1.86805,-56.751503,1.933,-0.059302,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0044 DC.hys",332.407644,16562.56257,209.81255,3529457.792,392.232521,391.612501,98.949201,101.5262389,4.692665,1.333353,242.846767,1.884546,-56.741503,1.933,-0.076092,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0045 DC.hys",335.056796,16656.943,216.2956,3581018.836,391.793224,392.814361,101.269627,104.1377472,4.651454,2.860181,256.893334,1.764977,-56.731503,1.933,-0.036621,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0046 DC.hys",336.457872,16153.40331,218.59962,3608431.463,391.489192,391.879069,101.958867,104.9156827,4.476572,0.705023,243.499947,2.007974,-56.721503,1.933,-0.06823,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0047 DC.hys",338.244139,15877.95512,215.975752,3643524.095,392.682475,393.382118,100.248758,102.9873899,4.357856,1.196119,252.353689,1.918302,-56.711503,1.933,-0.040923,"IPM","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0048 DC.hys",343.464744,16551.72083,217.581904,3747009.289,401.975653,400.518159,99.589882,102.2461324,4.417315,0.657564,247.317938,2.013905,-56.701003,1.933,-0.01092,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0049 DC.hys",340.850671,16653.73164,224.409233,3695020.194,396.184296,396.509249,103.43491,106.5851296,4.507075,1.481647,256.44907,1.887313,-56.761503,1.943,-0.074121,"IPM","Obl",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0050 DC.hys",333.541586,16879.25308,214.996054,3551484.622,391.792419,392.423782,101.078863,103.9226158,4.752732,0.787404,237.219641,1.976881,-56.751503,1.9435,-0.083006,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
