"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"XX",315.137296,11171.74127,107.04743,1076423.762,394.488238,393.409198,91.415415,93.13364731,4.502722,3.072145,226.255705,1.601662,-66.484003,5.2655,-0.053562,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",320.753261,11517.06223,113.634181,1097395.757,398.763938,396.767332,96.108583,98.35288315,4.504275,1.35448,219.626119,1.74778,-66.524003,5.2755,-0.013444,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",320.08185,11134.55923,103.121534,1094878.253,401.191071,401.063185,87.317497,88.6142408,4.370274,4.120929,234.310804,1.544359,-66.514003,5.2755,0.047612,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",311.186755,11621.01286,104.374564,1061781.501,395.839671,394.691388,89.745344,91.28756721,4.785326,3.530009,220.027025,1.568755,-66.544003,5.286,-0.003327,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",314.962039,11063.40009,103.612513,1075772.325,396.898982,395.044549,88.508882,89.92455221,4.463278,2.210834,219.12209,1.647574,-66.524003,5.2855,-0.042317,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",310.538161,11970.08696,104.836057,1059385.738,396.701566,396.172489,90.244023,91.83819025,4.946562,5.847763,226.591762,1.485217,-66.544503,5.2955,-0.042546,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",319.75967,10644.65938,105.788672,1093671.224,397.080625,395.226111,89.625295,91.15509117,4.185172,0.208799,190.314067,2.036455,-66.524003,5.2955,-0.074782,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",321.934212,10590.4055,104.443882,1101830.816,406.049725,397.982747,88.157725,89.53803515,4.115965,4.877565,243.426949,1.524248,-66.514003,5.2955,-0.013976,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",310.139982,11903.33064,105.965517,1057916.056,396.413278,394.389068,91.279612,92.98331356,4.929701,2.770026,213.580954,1.609585,-66.504003,5.2955,-0.075423,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",369.129109,2671.398917,59.094606,1288236.712,405.147201,403.033205,46.130147,45.06149326,0.81987,1.532466,325.487698,1.715401,-66.494003,5.2955,-0.269072,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",316.005354,10717.29601,102.072679,1079653.001,396.340261,394.75289,87.036665,88.30580515,4.299384,1.419831,214.302234,1.718631,-66.484003,5.2955,-0.082197,"B","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"XX",322.080022,11336.29535,107.969235,1102379.028,402.908775,400.826727,91.1107,92.79638221,4.402451,4.18093,237.870499,1.552029,-66.524003,5.2455,-0.027613,"H","Para",1.3205,"007-1","Colobus tephrosceles","LingualCusp","Middle",4.174,1.186
"Grid_Position 148 0001 DC.hys",335.530762,17110.14631,235.515038,3590281.094,389.406709,390.018194,110.125843,114.2123954,4.765684,8.908875,274.392956,1.59154,-54.643503,0.2365,-0.083095,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0003 DC.hys",335.151882,17148.9464,239.146621,3582876.11,389.309568,388.933574,111.939454,116.2967971,4.786363,2.720647,259.856302,1.800017,-54.624503,0.2435,-0.079368,"H","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0004 DC.hys",335.370077,16913.87669,229.514301,3587139.725,389.815657,390.64074,107.366905,111.0554709,4.715143,5.449607,267.532641,1.670526,-54.615003,0.2465,-0.065878,"IPM","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0006 DC.hys",330.240177,17587.04882,231.938672,3487535.326,386.165377,387.109894,110.03952,114.1133653,5.04283,7.280953,264.322917,1.619319,-54.596503,0.2535,-0.148932,"H","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0007 DC.hys",337.951711,16241.97137,234.801583,3637768.101,389.315742,389.831594,109.073273,113.0060077,4.464818,7.916919,277.994749,1.616766,-54.656503,0.2425,-0.065414,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0008 DC.hys",335.179646,16462.41356,229.465083,3583418.487,388.744887,388.986569,107.399602,111.0927865,4.594053,1.972068,256.4279,1.847699,-54.647003,0.246,-0.091077,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0009 DC.hys",340.445494,18247.19676,242.870117,3686992.791,403.934571,396.79412,112.065715,116.4421823,4.949073,5.880722,271.704115,1.664947,-54.637003,0.249,-0.073339,"IPM","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0010 DC.hys",332.5308,18431.09186,233.846229,3531846.954,390.895058,391.643658,110.246361,114.3506816,5.218542,7.784821,265.128506,1.605173,-54.627503,0.2525,-0.203896,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0011 DC.hys",334.405742,17858.78009,240.947214,3568314.403,389.57765,389.995034,113.012161,117.533113,5.004822,5.869288,266.552223,1.665467,-54.619003,0.2555,-0.056747,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0012 DC.hys",343.847657,16902.38965,233.273209,3754653.655,397.681595,398.19077,106.663235,110.252975,4.501717,2.260688,265.892049,1.825881,-54.609503,0.26,-0.082635,"B","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0013 DC.hys",334.591094,16520.62331,227.22854,3571929.126,388.166351,389.119753,106.523711,110.0939847,4.625126,1.302301,249.944406,1.91425,-54.600003,0.2635,-0.076741,"H","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0014 DC.hys",350.925911,14642.46077,221.518753,3897292.239,399.821685,400.501152,99.417729,102.0526082,3.757086,4.619005,287.732885,1.706017,-54.660003,0.252,-0.082349,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0015 DC.hys",348.178633,16408.29353,244.670029,3841630.299,397.821664,398.475844,110.600685,114.7574309,4.27118,3.770459,280.660291,1.756791,-54.650503,0.2545,-0.053252,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0016 DC.hys",338.321147,17040.02547,240.581819,3645040.597,394.69564,391.442448,111.646843,115.960002,4.674852,4.206886,269.05447,1.727951,-54.641003,0.2585,-0.048868,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0017 DC.hys",341.497016,17311.83573,231.36071,3707842.75,396.803779,397.616644,106.454441,110.0150661,4.668978,11.150392,281.897985,1.5465,-54.631003,0.2625,-0.080487,"H","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0018 DC.hys",338.888427,16947.71178,236.656265,3656221.124,391.964609,392.598325,109.657063,113.6748075,4.635308,3.820631,267.970632,1.740289,-54.622503,0.2655,-0.063656,"S","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0019 DC.hys",334.842599,16927.72967,230.542352,3576836.728,389.060557,389.911862,108.003042,111.7818852,4.732598,4.798259,265.5581,1.6936,-54.612503,0.269,-0.062919,"U","U",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0020 DC.hys",331.274167,18261.20783,232.745339,3507504.847,388.887847,390.119194,110.107444,114.1912866,5.206324,10.169425,267.805318,1.558932,-54.603503,0.273,-0.073736,"H","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0021 DC.hys",343.870402,14633.46397,235.59476,3755107.946,389.841943,390.455045,107.718238,111.4565533,3.896949,1.088096,267.698418,1.976348,-54.663503,0.261,-0.034017,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0022 DC.hys",338.601934,16194.07992,232.682257,3650572.605,390.146715,390.799984,107.899045,111.6630686,4.436038,4.579065,271.807229,1.70973,-54.654003,0.2645,-0.045192,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0023 DC.hys",334.773177,17028.10169,241.226011,3575481.774,387.294069,387.715545,113.029467,117.5530796,4.762464,7.147766,272.154139,1.637083,-54.644503,0.2685,0.004791,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0024 DC.hys",342.224227,16370.72646,225.815703,3722294.739,395.75209,396.596198,103.701154,106.8867623,4.39802,1.161577,256.468607,1.932902,-54.635003,0.272,0.014501,"H","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0025 DC.hys",337.696474,17170.50496,232.210799,3632747.68,392.836247,393.154183,107.944277,111.7147433,4.726589,3.461209,263.762663,1.749867,-54.625503,0.275,-0.042509,"IPM","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0026 DC.hys",333.546949,17290.25663,236.192777,3551588.941,388.161629,388.449951,111.042721,115.2652602,4.868316,3.915866,261.59039,1.732959,-54.616503,0.2785,-0.072118,"S","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0027 DC.hys",332.835196,16691.96056,231.027214,3537755.361,392.039483,387.023489,108.826352,112.7233572,4.718235,4.840005,264.601547,1.694397,-54.607003,0.2815,-0.016921,"IPM","Obl",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0029 DC.hys",340.603256,16070.69939,239.227594,3690117.4,390.412674,390.986342,110.338229,114.4561156,4.355065,2.982882,270.523355,1.793206,-54.657503,0.2745,-0.022099,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0030 DC.hys",325.218784,18308.65464,209.339938,3391324.342,388.692858,390.813009,100.716878,103.5146081,5.398674,84.095212,288.980129,1.16435,-54.648003,0.277,-0.042103,"S","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0033 DC.hys",326.683675,18552.74739,232.933982,3419260.424,386.306581,386.419744,111.60961,115.9171605,5.425953,7.417082,258.051828,1.611689,-54.619503,0.2875,-0.434167,"S","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0034 DC.hys",344.626961,17249.71266,242.010906,3770234.244,397.948921,398.084405,110.429625,114.5610264,4.575236,6.856147,280.919514,1.643806,-54.610003,0.2915,-0.025557,"H","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0036 DC.hys",348.198762,16447.68531,242.897583,3842036.748,398.966588,398.984627,109.793661,113.8314053,4.280981,3.587299,279.612001,1.762882,-54.660503,0.2835,-0.050937,"NP","NP",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
"Grid_Position 148 0037 DC.hys",334.928484,17189.6601,237.159793,3578513.309,388.588663,389.28949,111.07711,115.3047858,4.803576,3.8492,263.327866,1.737849,-54.651003,0.2875,-0.047385,"T","Perp",1.649333333,"CApellaM1","Cebus apella","BuccalCusp","Inner",3.296,0.977
